ID: tm4726 | Título: 'Fast and Furious' | Ano de lançamento: 2001 | Gêneros: 'action,comedy' | Avaliação IMDB: 9.8
ID: ts20983 | Título: 'Neon Genesis Evangelion' | Ano de lançamento: 1995 | Gêneros: '['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller']' | Avaliação IMDB: 8.5
ID: ts21034 | Título: 'InuYasha' | Ano de lançamento: 2000 | Gêneros: '['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']' | Avaliação IMDB: 7.900000095367432
ID: ts21081 | Título: 'Pablo Escobar: The Drug Lord' | Ano de lançamento: 2012 | Gêneros: '['crime', 'drama', 'thriller', 'history']' | Avaliação IMDB: 8.399999618530273
ID: ts21095 | Título: 'Teenage Mutant Ninja Turtles' | Ano de lançamento: 2012 | Gêneros: '['animation', 'scifi', 'action', 'family', 'thriller', 'horror', 'fantasy', 'crime', 'comedy', 'drama']' | Avaliação IMDB: 7.800000190734863
ID: ts21197 | Título: 'Merlin' | Ano de lançamento: 2008 | Gêneros: '['action', 'drama', 'scifi', 'fantasy', 'european']' | Avaliação IMDB: 7.900000095367432
ID: ts21223 | Título: 'Pokémon' | Ano de lançamento: 1997 | Gêneros: '['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']' | Avaliação IMDB: 7.400000095367432
ID: ts21247 | Título: 'The Vampire Diaries' | Ano de lançamento: 2009 | Gêneros: '['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']' | Avaliação IMDB: 7.699999809265137
ID: ts213071 | Título: 'Sleepless Society NYCTOPHOBIA' | Ano de lançamento: 2019 | Gêneros: '['thriller', 'drama']' | Avaliação IMDB: 5.599999904632568
ID: ts213232 | Título: 'Awake: The Million Dollar Game' | Ano de lançamento: 2019 | Gêneros: '['reality']' | Avaliação IMDB: 5.900000095367432
ID: ts21367 | Título: 'Jane the Virgin' | Ano de lançamento: 2014 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 7.800000190734863
ID: ts21368 | Título: 'Black Money Love' | Ano de lançamento: 2014 | Gêneros: '['action', 'drama', 'romance', 'crime']' | Avaliação IMDB: 7.400000095367432
ID: ts21374 | Título: 'How to Get Away with Murder' | Ano de lançamento: 2014 | Gêneros: '['crime', 'drama', 'thriller']' | Avaliação IMDB: 8.100000381469727
ID: ts213820 | Título: 'Next in Fashion' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 7.300000190734863
ID: ts214192 | Título: 'El Final del Paraíso' | Ano de lançamento: 2019 | Gêneros: '['drama', 'action']' | Avaliação IMDB: 5.099999904632568
ID: ts214280 | Título: 'You Cannot Hide' | Ano de lançamento: 2019 | Gêneros: '['action', 'crime']' | Avaliação IMDB: 6.400000095367432
ID: ts214462 | Título: 'The Queen and the Conqueror' | Ano de lançamento: 2020 | Gêneros: '['drama', 'history']' | Avaliação IMDB: 6.5
ID: ts21464 | Título: 'Zoey 101' | Ano de lançamento: 2005 | Gêneros: '['drama', 'comedy', 'family', 'romance']' | Avaliação IMDB: 6.099999904632568
ID: ts21465 | Título: 'Supernatural' | Ano de lançamento: 2005 | Gêneros: '['scifi', 'horror', 'thriller', 'drama', 'fantasy']' | Avaliação IMDB: 8.399999618530273
ID: ts21469 | Título: 'Grey's Anatomy' | Ano de lançamento: 2005 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 7.599999904632568
ID: ts214861 | Título: 'Prank Encounters' | Ano de lançamento: 2019 | Gêneros: '['reality', 'comedy', 'horror', 'scifi']' | Avaliação IMDB: 5.199999809265137
ID: ts215012 | Título: 'Kipo and the Age of Wonderbeasts' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']' | Avaliação IMDB: 8.300000190734863
ID: ts215046 | Título: 'Capitani' | Ano de lançamento: 2019 | Gêneros: '['crime', 'drama', 'thriller']' | Avaliação IMDB: 6.599999904632568
ID: ts21511 | Título: 'My Little Pony: Friendship Is Magic' | Ano de lançamento: 2010 | Gêneros: '['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']' | Avaliação IMDB: 7.599999904632568
ID: ts215178 | Título: 'Grand Army' | Ano de lançamento: 2020 | Gêneros: '['drama']' | Avaliação IMDB: 7.400000095367432
ID: ts215378 | Título: 'Love 101' | Ano de lançamento: 2020 | Gêneros: '['drama', 'romance', 'comedy']' | Avaliação IMDB: 7.5
ID: ts21544 | Título: 'Transformers: Prime' | Ano de lançamento: 2010 | Gêneros: '['action', 'animation', 'comedy', 'drama', 'family', 'scifi']' | Avaliação IMDB: 7.900000095367432
ID: ts21567 | Título: 'Gilmore Girls' | Ano de lançamento: 2000 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 8.199999809265137
ID: ts215683 | Título: 'The Untamed' | Ano de lançamento: 2019 | Gêneros: '['action', 'drama', 'thriller', 'romance', 'comedy', 'fantasy', 'horror']' | Avaliação IMDB: 8.800000190734863
ID: ts215691 | Título: 'Teenage Bounty Hunters' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'drama', 'action', 'crime']' | Avaliação IMDB: 7.599999904632568
ID: ts21580 | Título: 'Longmire' | Ano de lançamento: 2012 | Gêneros: '['drama', 'western', 'crime', 'action']' | Avaliação IMDB: 8.300000190734863
ID: ts21581 | Título: 'Girlfriends' | Ano de lançamento: 2000 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 7.199999809265137
ID: ts215862 | Título: 'True Tunes' | Ano de lançamento: 2019 | Gêneros: '['family', 'animation']' | Avaliação IMDB: 8.0
ID: ts215951 | Título: 'Midnight Mass' | Ano de lançamento: 2021 | Gêneros: '['fantasy', 'horror', 'action', 'drama', 'scifi']' | Avaliação IMDB: 7.699999809265137
ID: ts215989 | Título: 'Snabba Cash' | Ano de lançamento: 2021 | Gêneros: '['crime', 'drama', 'thriller', 'action']' | Avaliação IMDB: 7.599999904632568
ID: ts21599 | Título: 'Ink Master' | Ano de lançamento: 2012 | Gêneros: '['reality']' | Avaliação IMDB: 7.400000095367432
ID: ts2161 | Título: 'Angry Birds Toons' | Ano de lançamento: 2013 | Gêneros: '['comedy', 'family', 'fantasy', 'animation', 'action', 'european']' | Avaliação IMDB: 6.199999809265137
ID: ts216407 | Título: 'Age of Samurai: Battle for Japan' | Ano de lançamento: 2021 | Gêneros: '['documentation', 'action', 'drama', 'history', 'war']' | Avaliação IMDB: 7.400000095367432
ID: ts216474 | Título: 'The Trial' | Ano de lançamento: 2019 | Gêneros: '['crime', 'thriller', 'drama']' | Avaliação IMDB: 7.199999809265137
ID: ts216493 | Título: 'The Naked Director' | Ano de lançamento: 2019 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 7.699999809265137
ID: ts216513 | Título: 'The Healing Powers of Dude' | Ano de lançamento: 2020 | Gêneros: '['family', 'fantasy', 'action', 'comedy', 'drama']' | Avaliação IMDB: 6.400000095367432
ID: ts216522 | Título: 'BEASTARS' | Ano de lançamento: 2019 | Gêneros: '['animation', 'drama', 'crime', 'fantasy', 'romance', 'thriller']' | Avaliação IMDB: 7.699999809265137
ID: ts21664 | Título: 'One on One' | Ano de lançamento: 2001 | Gêneros: '['comedy']' | Avaliação IMDB: 7.0
ID: ts216679 | Título: 'Bridgerton' | Ano de lançamento: 2020 | Gêneros: '['drama', 'history', 'romance']' | Avaliação IMDB: 7.300000190734863
ID: ts216746 | Título: 'The Secret of Skinwalker Ranch' | Ano de lançamento: 2020 | Gêneros: '['horror', 'reality', 'thriller', 'documentation']' | Avaliação IMDB: 6.0
ID: ts21684 | Título: 'Heartbreak High' | Ano de lançamento: 1994 | Gêneros: '['drama', 'romance', 'comedy']' | Avaliação IMDB: 7.800000190734863
ID: ts21688 | Título: 'Boys Over Flowers' | Ano de lançamento: 2009 | Gêneros: '['comedy', 'drama', 'romance']' | Avaliação IMDB: 7.900000095367432
ID: ts21693 | Título: 'Sister, Sister' | Ano de lançamento: 1994 | Gêneros: '['comedy', 'drama', 'family']' | Avaliação IMDB: 6.199999809265137
ID: ts21695 | Título: 'Iris' | Ano de lançamento: 2009 | Gêneros: '['action', 'drama', 'comedy', 'reality', 'romance', 'thriller']' | Avaliação IMDB: 7.800000190734863
ID: ts21706 | Título: 'H2O: Just Add Water' | Ano de lançamento: 2006 | Gêneros: '['scifi', 'drama', 'family', 'fantasy']' | Avaliação IMDB: 7.199999809265137
ID: ts21715 | Título: 'Thomas & Friends' | Ano de lançamento: 1984 | Gêneros: '['animation', 'family', 'comedy', 'fantasy', 'drama', 'action', 'music']' | Avaliação IMDB: 6.5
ID: ts217231 | Título: 'Heartstopper' | Ano de lançamento: 2022 | Gêneros: '['romance', 'drama']' | Avaliação IMDB: 8.699999809265137
ID: ts217356 | Título: 'Betaal' | Ano de lançamento: 2020 | Gêneros: '['thriller', 'action', 'horror']' | Avaliação IMDB: 5.400000095367432
ID: ts217389 | Título: 'Masaba Masaba' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 6.699999809265137
ID: ts21740 | Título: 'Black Butler' | Ano de lançamento: 2008 | Gêneros: '['scifi', 'animation', 'drama', 'thriller', 'comedy', 'fantasy', 'action', 'horror', 'crime']' | Avaliação IMDB: 8.199999809265137
ID: ts217719 | Título: 'Basketball or Nothing' | Ano de lançamento: 2019 | Gêneros: '['documentation', 'sport']' | Avaliação IMDB: 7.400000095367432
ID: ts217891 | Título: 'SAINT SEIYA: Knights of the Zodiac' | Ano de lançamento: 2019 | Gêneros: '['animation', 'action', 'scifi', 'fantasy']' | Avaliação IMDB: 4.5
ID: ts218176 | Título: 'The Big Show Show' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'family']' | Avaliação IMDB: 6.300000190734863
ID: ts218277 | Título: 'Apache: The Life of Carlos Tevez' | Ano de lançamento: 2019 | Gêneros: '['crime', 'drama', 'sport', 'thriller']' | Avaliação IMDB: 7.199999809265137
ID: ts218307 | Título: 'Styling Hollywood' | Ano de lançamento: 2019 | Gêneros: '['reality']' | Avaliação IMDB: 6.599999904632568
ID: ts218367 | Título: 'Secreto bien guardado' | Ano de lançamento: 2019 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 5.0
ID: ts218500 | Título: 'Dragons: Rescue Riders' | Ano de lançamento: 2019 | Gêneros: '['action', 'comedy', 'family', 'fantasy', 'animation', 'scifi']' | Avaliação IMDB: 5.900000095367432
ID: ts218504 | Título: 'Hello Ninja' | Ano de lançamento: 2019 | Gêneros: '['family', 'fantasy', 'animation', 'action', 'comedy']' | Avaliação IMDB: 6.800000190734863
ID: ts218564 | Título: 'Breakfast, Lunch & Dinner' | Ano de lançamento: 2019 | Gêneros: '['documentation']' | Avaliação IMDB: 6.699999809265137
ID: ts218569 | Título: 'The Movies That Made Us' | Ano de lançamento: 2019 | Gêneros: '['documentation', 'family', 'history']' | Avaliação IMDB: 7.599999904632568
ID: ts21867 | Título: 'Schitt's Creek' | Ano de lançamento: 2015 | Gêneros: '['comedy']' | Avaliação IMDB: 8.5
ID: ts21869 | Título: 'Sense8' | Ano de lançamento: 2015 | Gêneros: '['scifi', 'drama', 'thriller']' | Avaliação IMDB: 8.199999809265137
ID: ts21876 | Título: 'My Sunshine' | Ano de lançamento: 2015 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 6.5
ID: ts218802 | Título: 'The Family' | Ano de lançamento: 2019 | Gêneros: '['documentation', 'sport', 'reality']' | Avaliação IMDB: 6.400000095367432
ID: ts21885 | Título: 'Unbreakable Kimmy Schmidt' | Ano de lançamento: 2015 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 7.599999904632568
ID: ts218888 | Título: 'BNA' | Ano de lançamento: 2020 | Gêneros: '['scifi', 'action', 'animation', 'fantasy']' | Avaliação IMDB: 7.199999809265137
ID: ts218890 | Título: 'Drifting Dragons' | Ano de lançamento: 2020 | Gêneros: '['animation', 'action', 'scifi', 'fantasy']' | Avaliação IMDB: 6.0
ID: ts219080 | Título: 'Caliphate' | Ano de lançamento: 2020 | Gêneros: '['drama', 'war', 'thriller', 'crime']' | Avaliação IMDB: 8.199999809265137
ID: ts219101 | Título: 'Marianne' | Ano de lançamento: 2019 | Gêneros: '['thriller', 'drama', 'horror']' | Avaliação IMDB: 7.400000095367432
ID: ts219162 | Título: 'Inside Bill's Brain: Decoding Bill Gates' | Ano de lançamento: 2019 | Gêneros: '['documentation']' | Avaliação IMDB: 7.900000095367432
ID: ts219423 | Título: 'Masters of the Universe: Revelation' | Ano de lançamento: 2021 | Gêneros: '['family', 'fantasy', 'scifi', 'action', 'drama', 'animation', 'comedy']' | Avaliação IMDB: 5.300000190734863
ID: ts219561 | Título: 'The Mind, Explained' | Ano de lançamento: 2019 | Gêneros: '['documentation']' | Avaliação IMDB: 8.0
ID: ts219660 | Título: 'Alice in Borderland' | Ano de lançamento: 2020 | Gêneros: '['action', 'drama', 'scifi', 'thriller', 'fantasy']' | Avaliação IMDB: 7.599999904632568
ID: ts21967 | Título: 'Johnny Test' | Ano de lançamento: 2005 | Gêneros: '['animation', 'comedy', 'drama', 'family', 'scifi', 'action']' | Avaliação IMDB: 5.099999904632568
ID: ts21979 | Título: 'Spotless' | Ano de lançamento: 2015 | Gêneros: '['crime', 'comedy', 'drama', 'european']' | Avaliação IMDB: 7.699999809265137
ID: ts21981 | Título: 'iZombie' | Ano de lançamento: 2015 | Gêneros: '['crime', 'scifi', 'drama', 'comedy', 'horror']' | Avaliação IMDB: 7.800000190734863
ID: ts219895 | Título: 'Tiny Pretty Things' | Ano de lançamento: 2020 | Gêneros: '['thriller', 'drama']' | Avaliação IMDB: 5.900000095367432
ID: ts22005 | Título: 'Total Drama Island' | Ano de lançamento: 2007 | Gêneros: '['war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family']' | Avaliação IMDB: 7.300000190734863
ID: ts22011 | Título: 'Heartland' | Ano de lançamento: 2007 | Gêneros: '['drama', 'family']' | Avaliação IMDB: 8.399999618530273
ID: ts22018 | Título: 'iCarly' | Ano de lançamento: 2007 | Gêneros: '['comedy', 'family', 'romance']' | Avaliação IMDB: 6.699999809265137
ID: ts220196 | Título: 'Centaurworld' | Ano de lançamento: 2021 | Gêneros: '['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy']' | Avaliação IMDB: 7.599999904632568
ID: ts220305 | Título: 'Squid Game' | Ano de lançamento: 2021 | Gêneros: '['action', 'thriller', 'drama']' | Avaliação IMDB: 8.0
ID: ts220553 | Título: 'The Irregulars' | Ano de lançamento: 2021 | Gêneros: '['crime', 'drama', 'fantasy', 'thriller', 'scifi']' | Avaliação IMDB: 5.900000095367432
ID: ts220751 | Título: 'Lego Jurassic World: Legend of Isla Nublar' | Ano de lançamento: 2019 | Gêneros: '['comedy', 'family', 'scifi', 'animation', 'action']' | Avaliação IMDB: 6.699999809265137
ID: ts22080 | Título: 'Oggy and the Cockroaches' | Ano de lançamento: 1999 | Gêneros: '['animation', 'comedy', 'family', 'action', 'european']' | Avaliação IMDB: 7.400000095367432
ID: ts22082 | Título: 'Knight Rider' | Ano de lançamento: 1982 | Gêneros: '['scifi', 'action', 'crime', 'drama']' | Avaliação IMDB: 6.900000095367432
ID: ts22099 | Título: 'The Spectacular Spider-Man' | Ano de lançamento: 2008 | Gêneros: '['action', 'animation', 'family', 'scifi', 'comedy']' | Avaliação IMDB: 8.300000190734863
ID: ts221041 | Título: 'My Dear Warrior' | Ano de lançamento: 2019 | Gêneros: '['drama', 'romance', 'fantasy']' | Avaliação IMDB: 4.900000095367432
ID: ts221151 | Título: 'Living Undocumented' | Ano de lançamento: 2019 | Gêneros: '['documentation']' | Avaliação IMDB: 6.599999904632568
ID: ts221174 | Título: 'Ricky Zoom' | Ano de lançamento: 2019 | Gêneros: '['animation', 'family']' | Avaliação IMDB: 6.300000190734863
ID: ts221200 | Título: 'The Haunting of Bly Manor' | Ano de lançamento: 2020 | Gêneros: '['thriller', 'drama', 'scifi', 'horror']' | Avaliação IMDB: 7.300000190734863
ID: ts221363 | Título: 'Criminal: Germany' | Ano de lançamento: 2019 | Gêneros: '['drama', 'crime']' | Avaliação IMDB: 7.599999904632568
ID: ts221472 | Título: 'Valentino' | Ano de lançamento: 2020 | Gêneros: '['comedy']' | Avaliação IMDB: 5.199999809265137
ID: ts22164 | Título: 'Monty Python's Flying Circus' | Ano de lançamento: 1969 | Gêneros: '['comedy', 'european']' | Avaliação IMDB: 8.800000190734863
ID: ts221749 | Título: 'Dorohedoro' | Ano de lançamento: 2020 | Gêneros: '['scifi', 'action', 'comedy', 'fantasy', 'horror', 'animation']' | Avaliação IMDB: 8.100000381469727
ID: ts22176 | Título: 'Stargate SG-1' | Ano de lançamento: 1997 | Gêneros: '['scifi', 'drama', 'action']' | Avaliação IMDB: 8.399999618530273
ID: ts221891 | Título: 'Legend Quest: Masters of Myth' | Ano de lançamento: 2019 | Gêneros: '['animation', 'action']' | Avaliação IMDB: 7.5
ID: ts221904 | Título: 'Unbelievable' | Ano de lançamento: 2019 | Gêneros: '['drama', 'crime']' | Avaliação IMDB: 8.399999618530273
ID: ts22193 | Título: 'The Magic School Bus' | Ano de lançamento: 1994 | Gêneros: '['animation', 'scifi', 'comedy', 'family', 'fantasy']' | Avaliação IMDB: 7.800000190734863
ID: ts222049 | Título: 'Who Killed Malcolm X?' | Ano de lançamento: 2019 | Gêneros: '['crime', 'history', 'documentation']' | Avaliação IMDB: 7.599999904632568
ID: ts222333 | Título: 'Arcane' | Ano de lançamento: 2021 | Gêneros: '['scifi', 'action', 'drama', 'animation', 'fantasy']' | Avaliação IMDB: 9.0
ID: ts222380 | Título: 'Brotherhood' | Ano de lançamento: 2019 | Gêneros: '['drama', 'action', 'crime', 'thriller']' | Avaliação IMDB: 7.5
ID: ts222455 | Título: 'The Devil Next Door' | Ano de lançamento: 2019 | Gêneros: '['crime', 'documentation', 'history']' | Avaliação IMDB: 7.599999904632568
ID: ts22249 | Título: 'Kuroko's Basketball' | Ano de lançamento: 2012 | Gêneros: '['comedy', 'animation', 'sport']' | Avaliação IMDB: 8.300000190734863
ID: ts222512 | Título: 'Nailed It! France' | Ano de lançamento: 2019 | Gêneros: '['reality']' | Avaliação IMDB: 6.5
ID: ts222522 | Título: 'Spriggan' | Ano de lançamento: 2022 | Gêneros: '['animation', 'action', 'war', 'scifi', 'drama', 'thriller']' | Avaliação IMDB: 7.0
ID: ts222599 | Título: 'Queer Eye: We're in Japan!' | Ano de lançamento: 2019 | Gêneros: '['reality']' | Avaliação IMDB: 8.199999809265137
ID: ts222606 | Título: 'Black Dog' | Ano de lançamento: 2019 | Gêneros: '['drama', 'action']' | Avaliação IMDB: 7.599999904632568
ID: ts222634 | Título: 'Nobody's Looking' | Ano de lançamento: 2019 | Gêneros: '['comedy', 'drama', 'fantasy']' | Avaliação IMDB: 7.699999809265137
ID: ts22267 | Título: 'Trailer Park Boys' | Ano de lançamento: 2001 | Gêneros: '['comedy', 'crime']' | Avaliação IMDB: 8.600000381469727
ID: ts222802 | Título: 'Once Upon a Time in Lingjian Mountain' | Ano de lançamento: 2019 | Gêneros: '['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']' | Avaliação IMDB: 7.400000095367432
ID: ts222803 | Título: 'Maradona in Mexico' | Ano de lançamento: 2019 | Gêneros: '['documentation', 'sport', 'comedy', 'drama']' | Avaliação IMDB: 7.300000190734863
ID: ts22286 | Título: 'Cardcaptor Sakura' | Ano de lançamento: 1998 | Gêneros: '['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']' | Avaliação IMDB: 8.0
ID: ts222864 | Título: 'Falling Into Your Smile' | Ano de lançamento: 2021 | Gêneros: '['drama', 'comedy', 'romance']' | Avaliação IMDB: 8.399999618530273
ID: ts222901 | Título: '糖糖Online' | Ano de lançamento: 2019 | Gêneros: '['drama', 'family']' | Avaliação IMDB: 5.400000095367432
ID: ts222917 | Título: 'Kevin Hart: Don't F**k This Up' | Ano de lançamento: 2019 | Gêneros: '['documentation']' | Avaliação IMDB: 6.400000095367432
ID: ts222942 | Título: 'Narcoworld: Dope Stories' | Ano de lançamento: 2019 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 6.599999904632568
ID: ts222988 | Título: 'Love on the Spectrum' | Ano de lançamento: 2019 | Gêneros: '['reality', 'romance', 'documentation']' | Avaliação IMDB: 8.600000381469727
ID: ts2230 | Título: 'America's Next Top Model' | Ano de lançamento: 2003 | Gêneros: '['reality']' | Avaliação IMDB: 5.599999904632568
ID: ts223084 | Título: 'Nowhere Man' | Ano de lançamento: 2019 | Gêneros: '['crime', 'action', 'drama', 'thriller']' | Avaliação IMDB: 5.5
ID: ts223110 | Título: 'Sugar Rush Christmas' | Ano de lançamento: 2019 | Gêneros: '['reality']' | Avaliação IMDB: 6.800000190734863
ID: ts223115 | Título: 'The Charming Stepmom' | Ano de lançamento: 2019 | Gêneros: '['family', 'romance', 'comedy']' | Avaliação IMDB: 7.900000095367432
ID: ts223121 | Título: 'Bangkok Buddies' | Ano de lançamento: 2019 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 6.800000190734863
